commodity_code,commodity_title,example,onet_soc_code,title
43211508,Personal computers,Personal computers,29-1241.00,"Ophthalmologists, Except Pediatric"
42183029,Phoropter units,Phoropters,29-1241.00,"Ophthalmologists, Except Pediatric"
42183503,Ophthalmic retinoscopes,Retinometers,29-1241.00,"Ophthalmologists, Except Pediatric"
42182005,Ophthalmoscopes or otoscopes or scope sets,Scanning laser ophthalmoscopes,29-1241.00,"Ophthalmologists, Except Pediatric"
42181603,Mercury blood pressure units,Sphygmomanometers,29-1241.00,"Ophthalmologists, Except Pediatric"
42295121,Surgical microscopes or loupes or magnifiers,Surgical loupes,29-1241.00,"Ophthalmologists, Except Pediatric"
42295121,Surgical microscopes or loupes or magnifiers,Surgical microscopes,29-1241.00,"Ophthalmologists, Except Pediatric"
43211509,Tablet computers,Tablet computers,29-1241.00,"Ophthalmologists, Except Pediatric"
42183026,Ophthalmodynamometers,Venous ophthalnodynanometers,29-1241.00,"Ophthalmologists, Except Pediatric"
42183001,Eye charts or vision cards,Vision testing displays,29-1241.00,"Ophthalmologists, Except Pediatric"
42181904,Multiparameter vital sign units,Vital signs monitors,29-1241.00,"Ophthalmologists, Except Pediatric"
42293107,Surgical retractors,Abdominal retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Amputation retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Anastomosis clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295112,Operating room patient procedure tables,Andrews tables,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295104,Electrosurgical or electrocautery equipment,Argon beam coagulators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42221501,Arterial line catheters,Arterial line catheters,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Artery forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294203,General surgical instrument sets,Autologous blood recovery systems,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42172101,Mobile medical services automated external defibrillators AED or hard paddles,Automated external defibrillators AED,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295302,Surgical perfusion cannulas or catheters,Balloon perfusion catheters,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295104,Electrosurgical or electrocautery equipment,Biopolar cautery equipment,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Biopsy forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291713,Surgical punches or punch holders,Biopsy punches,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291606,Surgical chisels or gouges,Bone chisels,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Bone clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291612,Surgical rongeurs,Bone ronguers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291603,Surgical bone cutting forceps,Bone-cutting forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Bone-holding forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42312009,Medical staplers for internal use,Bowel stapling equipment,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296305,Bronchoscopes,Bronchoscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Bulldog clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295119,Surgical lasers,Carbon dioxide CO2 lasers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294701,Heart and lung machines,Cardiopulmonary bypass pumps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Cartilage clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Catheter forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295123,Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator,Cavitron ultrasonic surgical aspirators CUSA,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295121,Surgical microscopes or loupes or magnifiers,Ceiling mounted microscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294603,Autotransfusion units,Cell savers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Cervical retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Cervical spine retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Cilia forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Clip applying forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42182003,Colposcopes or vaginoscopes,Colposcopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Craniotome drills,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296502,Cryosurgery units,Cryoprobes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296502,Cryosurgery units,Cryosurgery units,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296311,Cystoscopes or cystourethroscopes,Cystoscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Debakey clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295201,Surgical dermatomes or dermabraders or dermameshers,Dermatomes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
43211507,Desktop computers,Desktop computers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42201712,Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use,Diagnostic ultrasound equipment,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42141806,Diathermy units,Diathermy equipment,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
45121504,Digital cameras,Digital cameras,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Dressing forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Ear forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Ear retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42181701,Electrocardiography EKG units,Electrocardiography EKG machines,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295104,Electrosurgical or electrocautery equipment,Electrosurgery units,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295104,Electrosurgical or electrocautery equipment,Electrosurgical grounding pads,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294401,Vein harvest kits or systems,Endoscope vein harvesting equipment,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295440,Endoscopic catheter adapters,Endoscopic catheters,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296406,Endoscopic insufflation or distention units or accessories,Endoscopic insufflators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296408,Endoscopic video cameras or recorders or adapters or accessories,Endoscopic video cameras,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295121,Surgical microscopes or loupes or magnifiers,ENT microscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291614,Surgical scissors,Enterotomy scissors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295108,Operating room patient fracture tables or orthopedic tables,External fixators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Eye forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294524,Eyemagnets for ophthalmic surgery,Eye magnets,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294914,Endoscopic instrument sets,Flexible fiberoptic endoscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296311,Cystoscopes or cystourethroscopes,Flexible ureteroscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295108,Operating room patient fracture tables or orthopedic tables,Fracture tables,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Gall bladder forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Gastrointestinal retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295104,Electrosurgical or electrocautery equipment,Harmonic scalpels,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294701,Heart and lung machines,Heart and lung machines,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42181903,Cardiac output CO monitoring units,Hemodynamic monitors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Hemostatic forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295203,Surgical power equipment sets,Hip arthroplasty robots,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295119,Surgical lasers,Holmium lasers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Hudson drills,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Hysterectomy forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42143102,Uterine devices,Hysteroscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,IMA retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42172101,Mobile medical services automated external defibrillators AED or hard paddles,Internal defibrillators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Intestinal forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42221614,Intravenous tubing with catheter administration kits,Intravenous IV equipment,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293509,Surgical irrigation sets,Irrigation tubing,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296323,Laparoscopes or laparoscopic telescopes,Laparascopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294908,Endoscopic clamp or dissector or grasper or forceps,Laparascopic graspers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295119,Surgical lasers,Laser dopplers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Lip retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Locking forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Lung retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295111,Operating room patient positioning devices for general use,Mayfield headrests,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Microforceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Nasal forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295119,Surgical lasers,Neodymium-doped yttrium aluminum garnet Nd:YAG lasers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Nerve retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Obstetrical forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Occluding forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295124,Surgical smoke evacuators,Operating room smoke evacuators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Ophthalmic retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Optical forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294212,Urological surgical instrument sets,Optical urethrotomes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Oral retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Orthopedic forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Orthopedic retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42271718,Oxygen therapy delivery system products,Oxygen administration equipment,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295201,Surgical dermatomes or dermabraders or dermameshers,Padgett dermatomes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42222004,Patient controlled analgesia infusion pumps,Patient controlled analgesia PCA pumps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296333,Peritoneoscopes,Periosteotomes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
43211508,Personal computers,Personal computers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Plastic surgery retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295121,Surgical microscopes or loupes or magnifiers,Portable surgical microscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42201815,Medical x ray units for general diagnostic use,Portable x ray machines,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
46181702,Facial shields,Protective eye shields,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42203402,Diagnostic or interventional vascular catheters for general use,Pulmonary artery catheters,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42181801,Pulse oximeter units,Pulse oximeters,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Pylorus clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42202202,Radiosurgical gamma knife units or scintillators,Radiosurgical gamma knives,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Rectal retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296335,Resectoscopes,Resectoscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293304,Surgical spreaders,Rib spreaders,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Rigid rake retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42296311,Cystoscopes or cystourethroscopes,Rigid ureteroscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295203,Surgical power equipment sets,Robotic arms,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42142801,Vascular sequential compression devices or tubing,Sequential compression devices,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Shea drills,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Skeeter drills,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Skin retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42312010,Medical staplers for external use,Skin staplers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Splinter forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Sponge forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Spring clips,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42131701,Surgical drapes,Sterile drapes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Sternal retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Sternal saws,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42292102,Surgical extractors,Stone extractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291614,Surgical scissors,Strabismus scissors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42221503,Central venous catheters,Subclavian lines,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295123,Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator,Suction machines,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293501,Irrigation or suction handpieces or cannulas or tips or catheters,Suction tips,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295123,Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator,Surgical aspirators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293001,Surgical calipers or rulers or protractors,Surgical calipers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Surgical clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291607,Surgical curettes or loops or curette sets,Surgical curettes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42292601,Surgical dilators,Surgical dilators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42292702,Surgical elevators or levers,Surgical elevators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Surgical fiberoptic retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Surgical forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42132205,Surgical gloves,Surgical gloves,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42292402,Surgical drivers,Surgical hand drivers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291604,Surgical bone hand saws or wire saws or saw handles,Surgical hand saws,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293509,Surgical irrigation sets,Surgical irrigation sets,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42292502,Surgical hammers or mallets,Surgical mallets,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42131713,Surgical isolation or surgical masks,Surgical masks,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295121,Surgical microscopes or loupes or magnifiers,Surgical microscopes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42292903,Surgical needle holders,Surgical needle holders,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295419,Surgical nerve stimulators,Surgical nerve stimulators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291609,Surgical nippers,Surgical nippers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Surgical power drills,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Surgical power saws,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291611,Surgical rasps or files,Surgical rasps or files,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Surgical retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295203,Surgical power equipment sets,Surgical robots,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293001,Surgical calipers or rulers or protractors,Surgical rulers,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291613,Surgical scalpels or knives or blades or trephines,Surgical scalpels,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291614,Surgical scissors,Surgical scissors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293303,Surgical speculas,Surgical speculas,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42312206,Suture needles,Surgical suture needles,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42292401,Surgical taps,Surgical taps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295122,Surgical pneumatic or electric tourniquets,Surgical tourniquets,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291635,Surgical trocars for general use,Surgical trocars,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Suture forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42292603,Surgical probes or directors,Tactile probes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Thoracic forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Thoracic retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291614,Surgical scissors,Thoracic scissors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Thyroid forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Tissue forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Tissue retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291614,Surgical scissors,Tonsil scissors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Towel clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Tracheal retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Tumor forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295120,Surgical lithotripters,Ultrasonic lithotripters,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Urology retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Uterine forceps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Uterine retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291614,Surgical scissors,Uterine scissors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Vascular clamps,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42291802,Surgical clamps or clips or forceps,Vascular clips,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295305,Vascular occluder or ligator,Vascular occluders,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Vein retractors,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42294206,Ophthalmic surgery instrument sets,Vitrector sets,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295123,Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator,Wells Johnson aspirators,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42295201,Surgical dermatomes or dermabraders or dermameshers,Zimmer dermatomes,29-1242.00,"Orthopedic Surgeons, Except Pediatric"
42293107,Surgical retractors,Abdominal retractors,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Amputation retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Anastomosis clamps,29-1243.00,Pediatric Surgeons
42295112,Operating room patient procedure tables,Andrews tables,29-1243.00,Pediatric Surgeons
42295104,Electrosurgical or electrocautery equipment,Argon beam coagulators,29-1243.00,Pediatric Surgeons
42221501,Arterial line catheters,Arterial line catheters,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Artery forceps,29-1243.00,Pediatric Surgeons
42294203,General surgical instrument sets,Autologous blood recovery systems,29-1243.00,Pediatric Surgeons
42172101,Mobile medical services automated external defibrillators AED or hard paddles,Automated external defibrillators AED,29-1243.00,Pediatric Surgeons
42295302,Surgical perfusion cannulas or catheters,Balloon perfusion catheters,29-1243.00,Pediatric Surgeons
42295104,Electrosurgical or electrocautery equipment,Biopolar cautery equipment,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Biopsy forceps,29-1243.00,Pediatric Surgeons
42291713,Surgical punches or punch holders,Biopsy punches,29-1243.00,Pediatric Surgeons
42291606,Surgical chisels or gouges,Bone chisels,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Bone clamps,29-1243.00,Pediatric Surgeons
42291612,Surgical rongeurs,Bone ronguers,29-1243.00,Pediatric Surgeons
42291603,Surgical bone cutting forceps,Bone-cutting forceps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Bone-holding forceps,29-1243.00,Pediatric Surgeons
42312009,Medical staplers for internal use,Bowel stapling equipment,29-1243.00,Pediatric Surgeons
42296305,Bronchoscopes,Bronchoscopes,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Bulldog clamps,29-1243.00,Pediatric Surgeons
42295119,Surgical lasers,Carbon dioxide CO2 lasers,29-1243.00,Pediatric Surgeons
42294701,Heart and lung machines,Cardiopulmonary bypass pumps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Cartilage clamps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Catheter forceps,29-1243.00,Pediatric Surgeons
42295123,Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator,Cavitron ultrasonic surgical aspirators CUSA,29-1243.00,Pediatric Surgeons
42295121,Surgical microscopes or loupes or magnifiers,Ceiling mounted microscopes,29-1243.00,Pediatric Surgeons
42294603,Autotransfusion units,Cell savers,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Cervical retractors,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Cervical spine retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Cilia forceps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Clip applying forceps,29-1243.00,Pediatric Surgeons
42182003,Colposcopes or vaginoscopes,Colposcopes,29-1243.00,Pediatric Surgeons
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Craniotome drills,29-1243.00,Pediatric Surgeons
42296502,Cryosurgery units,Cryoprobes,29-1243.00,Pediatric Surgeons
42296502,Cryosurgery units,Cryosurgery units,29-1243.00,Pediatric Surgeons
42296311,Cystoscopes or cystourethroscopes,Cystoscopes,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Debakey clamps,29-1243.00,Pediatric Surgeons
42295201,Surgical dermatomes or dermabraders or dermameshers,Dermatomes,29-1243.00,Pediatric Surgeons
43211507,Desktop computers,Desktop computers,29-1243.00,Pediatric Surgeons
42201712,Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use,Diagnostic ultrasound equipment,29-1243.00,Pediatric Surgeons
42141806,Diathermy units,Diathermy equipment,29-1243.00,Pediatric Surgeons
45121504,Digital cameras,Digital cameras,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Dressing forceps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Ear forceps,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Ear retractors,29-1243.00,Pediatric Surgeons
42181701,Electrocardiography EKG units,Electrocardiography EKG machines,29-1243.00,Pediatric Surgeons
42295104,Electrosurgical or electrocautery equipment,Electrosurgery units,29-1243.00,Pediatric Surgeons
42295104,Electrosurgical or electrocautery equipment,Electrosurgical grounding pads,29-1243.00,Pediatric Surgeons
42294401,Vein harvest kits or systems,Endoscope vein harvesting equipment,29-1243.00,Pediatric Surgeons
42295440,Endoscopic catheter adapters,Endoscopic catheters,29-1243.00,Pediatric Surgeons
42296406,Endoscopic insufflation or distention units or accessories,Endoscopic insufflators,29-1243.00,Pediatric Surgeons
42296408,Endoscopic video cameras or recorders or adapters or accessories,Endoscopic video cameras,29-1243.00,Pediatric Surgeons
42295121,Surgical microscopes or loupes or magnifiers,ENT microscopes,29-1243.00,Pediatric Surgeons
42291614,Surgical scissors,Enterotomy scissors,29-1243.00,Pediatric Surgeons
42295108,Operating room patient fracture tables or orthopedic tables,External fixators,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Eye forceps,29-1243.00,Pediatric Surgeons
42294524,Eyemagnets for ophthalmic surgery,Eye magnets,29-1243.00,Pediatric Surgeons
42294914,Endoscopic instrument sets,Flexible fiberoptic endoscopes,29-1243.00,Pediatric Surgeons
42296311,Cystoscopes or cystourethroscopes,Flexible ureteroscopes,29-1243.00,Pediatric Surgeons
42295108,Operating room patient fracture tables or orthopedic tables,Fracture tables,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Gall bladder forceps,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Gastrointestinal retractors,29-1243.00,Pediatric Surgeons
