commodity_code,commodity_title,example,onet_soc_code,title
21111504,Commercial fishing nets,Dip nets,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
40151531,Dewatering pumps,Drainage pumps,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21102501,Irrigation trickles,Drip emitters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25101601,Dump trucks,Dump trucks,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101906,Egg inspection or collecting equipment,Egg gathering equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
46171603,Clock timers,Electric timing devices,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112007,Secateurs or pruning shears,Extended pole pruners,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
30191501,Ladders,Extension ladders,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25101901,Agricultural tractors,Farm tractors,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25101507,Light trucks or sport utility vehicles,Farm trucks,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21102301,Greenhouse irrigation equipment,Fertigation equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101804,Fertilizer spreaders or distributors,Fertilizer injectors,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101503,Cultivators,Field cultivators,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21102502,Irrigation overheads,Field watering systems,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish collection nets,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41111902,Electronic counters,Fish counters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish crowders,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish egg counters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish egg sorters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish feeders,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish graders,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
10131601,Cages or its accessories,Fish holding pens,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish incubators,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish transfer pumps,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111601,Marine hatchery equipment,Fish traps,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
24101603,Forklifts,Forklifts,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25101507,Light trucks or sport utility vehicles,Four wheel drive 4WD trucks,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111504,Commercial fishing nets,Fry nets,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101801,Sprayers,Fumigation equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112008,Hoes,Garden hoes,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112004,Shovels,Gardening shovels,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
26111604,Gas generators,Gas-powered generators,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
52161518,Global positioning system GPS receiver,Global positioning system GPS receivers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101704,Combine harvesters,Grain combines,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101604,Seed drills,Grain drills,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
23201202,Air dryers,Grain dryers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41111509,Floor or platform scales,Grain scales,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112901,Grease guns,Grease guns,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27111559,Hacksaw,Hacksaws,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
43211715,Portable data input terminals,Handheld computers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41115611,Dissolved oxygen meters,Handheld dissolved oxygen meters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27111508,Saws,Handsaws,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101702,Haymaking machinery,Hay balers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101702,Haymaking machinery,Hay mowing machines,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25101611,Cargo trucks,Hay trucks,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21102303,Greenhouse ventilation equipment,Humidifiers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41112301,Hygrometers,Humidity meters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21102302,Greenhouse pots,Hydroponic equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101803,Water sprinklers,Impact sprinklers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
43211503,Notebook computers,Laptop computers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112015,Lawn scarifiers,Lawn edgers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112014,Lawnmowers,Lawn mowers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27111803,Squares,Layout squares,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41115309,Lux or light meter,Light evaluation meters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112015,Lawn scarifiers,Line cutters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
42121513,Veterinary castration instruments,Livestock castration equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101804,Fertilizer spreaders or distributors,Manure spreaders,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
24101712,Belt conveyors,Materials conveyors,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101503,Cultivators,Mechanized tilling equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101803,Water sprinklers,Microsprinklers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101901,Milking machines,Milking equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21102301,Greenhouse irrigation equipment,Mist control systems,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101701,Mowers,Mowing equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112907,Broadcast spreaders,Mulch spreaders,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112107,Adjustable widemouth pliers,Multipurpose pliers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25101901,Agricultural tractors,Multipurpose tractors,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112905,Oil can,Oil dispensing cans,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101803,Water sprinklers,Overhead sprinklers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
47101541,Ozone water treatment equipment,Ozone generators,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
43211508,Personal computers,Personal computers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41115603,pH meters,pH indicators,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41115603,pH meters,pH probes,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27111701,Screwdrivers,Phillips screwdrivers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27111749,Pipe wrench or stillson wrench,Pipe wrenches,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112007,Secateurs or pruning shears,Pneumatic cutters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112007,Secateurs or pruning shears,Pneumatic pruners,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101803,Water sprinklers,Pop-up sprinklers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
40151601,Air compressors,Portable air compressors,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
43211715,Portable data input terminals,Portable dataloggers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112709,Power saws,Portable power saws,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
23271406,Spot welding machine,Portable welding equipment,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101903,Incubators or brooders for poultry,Poultry incubators,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41113909,Soil core sampling apparatus,Power augers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41113708,Power meters,Power monitors,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112014,Lawnmowers,Power mowers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112716,Power nail guns,Power nail guns,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27131528,Pneumatic nail puller,Power nail pullers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25181701,Container trailers,Powered trailers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
23271702,Blow torch,Propane torches,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27112007,Secateurs or pruning shears,Pruning tools,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41102404,Laboratory heaters,Radiant heaters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
27111930,Round file,Round metal files,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
46181504,Protective gloves,Safety gloves,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
40161502,Water filters,Screen filters,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
46171604,Alarm systems,Security alarm systems,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21111502,Commercial fishing reels,Seine reels,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
22101529,Skid steer loaders,Skid steer machines,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
22101531,Snow blowers,Snow blowers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
22101710,Snowplow attachments,Snowplow attachments,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41115609,Conductivity meters,Soil electrical conductivity measurement devices,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41103801,Laboratory mixers,Soil mixers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21102302,Greenhouse pots,Soil pasteurizers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
41112213,Handheld thermometer,Soil thermometers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
25101507,Light trucks or sport utility vehicles,Sport utility vehicles SUVs,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
21101801,Sprayers,Spray attachments,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
42281508,Steam autoclaves or sterilizers,Steam sterilizers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
